User ID,Product ID,Interaction Type,Interaction Timestamp
47,521,View,2023-03-04 12:11:42
65,186,Wishlist,2023-03-04 12:11:42
20,213,Add to Cart,2023-03-04 12:11:42
23,877,Wishlist,2023-03-04 12:11:42
43,537,Add to Cart,2023-03-04 12:11:42
33,959,Wishlist,2023-03-04 12:11:42
12,876,Wishlist,2023-03-04 12:11:42
75,773,Wishlist,2023-03-04 12:11:42
44,548,Purchase,2023-03-04 12:11:42
5,247,View,2023-03-04 12:11:42
21,671,View,2023-03-04 12:11:42
40,403,Purchase,2023-03-04 12:11:42
15,978,View,2023-03-04 12:11:42
61,774,Purchase,2023-03-04 12:11:42
57,229,Add to Cart,2023-03-04 12:11:42
63,469,Purchase,2023-03-04 12:11:42
50,200,View,2023-03-04 12:11:42
74,877,Add to Cart,2023-03-04 12:11:42
71,961,View,2023-03-04 12:11:42
33,203,View,2023-03-04 12:11:42
1,798,View,2023-03-04 12:11:42
28,583,View,2023-03-04 12:11:42
90,433,Purchase,2023-03-04 12:11:42
24,265,Add to Cart,2023-03-04 12:11:42
6,353,Wishlist,2023-03-04 12:11:42
33,600,Wishlist,2023-03-04 12:11:42
58,162,View,2023-03-04 12:11:42
42,37,Add to Cart,2023-03-04 12:11:42
61,483,Wishlist,2023-03-04 12:11:42
41,509,View,2023-03-04 12:11:42
82,461,Wishlist,2023-03-04 12:11:42
6,334,View,2023-03-04 12:11:42
64,394,View,2023-03-04 12:11:42
57,639,Purchase,2023-03-04 12:11:42
51,983,Add to Cart,2023-03-04 12:11:42
44,531,View,2023-03-04 12:11:42
4,450,Purchase,2023-03-04 12:11:42
30,710,Purchase,2023-03-04 12:11:42
9,448,Add to Cart,2023-03-04 12:11:42
31,186,View,2023-03-04 12:11:42
24,69,View,2023-03-04 12:11:42
42,280,Wishlist,2023-03-04 12:11:42
3,696,Add to Cart,2023-03-04 12:11:42
16,546,Wishlist,2023-03-04 12:11:42
80,282,Add to Cart,2023-03-04 12:11:42
5,843,Wishlist,2023-03-04 12:11:42
5,218,Wishlist,2023-03-04 12:11:42
78,642,View,2023-03-04 12:11:42
49,379,Add to Cart,2023-03-04 12:11:42
45,12,Purchase,2023-03-04 12:11:42
17,743,Wishlist,2023-03-04 12:11:42
32,668,Purchase,2023-03-04 12:11:42
80,585,Wishlist,2023-03-04 12:11:42
87,597,Purchase,2023-03-04 12:11:42
8,872,Add to Cart,2023-03-04 12:11:42
55,527,Add to Cart,2023-03-04 12:11:42
97,522,Wishlist,2023-03-04 12:11:42
38,442,Add to Cart,2023-03-04 12:11:42
60,108,Purchase,2023-03-04 12:11:42
13,805,Purchase,2023-03-04 12:11:42
31,24,Purchase,2023-03-04 12:11:42
3,849,Purchase,2023-03-04 12:11:42
9,407,Purchase,2023-03-04 12:11:42
86,181,View,2023-03-04 12:11:42
64,981,Add to Cart,2023-03-04 12:11:42
4,350,View,2023-03-04 12:11:42
13,995,Wishlist,2023-03-04 12:11:42
91,706,View,2023-03-04 12:11:42
80,438,Add to Cart,2023-03-04 12:11:42
4,434,View,2023-03-04 12:11:42
35,296,View,2023-03-04 12:11:42
97,914,Wishlist,2023-03-04 12:11:42
2,547,View,2023-03-04 12:11:42
61,736,View,2023-03-04 12:11:42
92,506,View,2023-03-04 12:11:42
98,310,Wishlist,2023-03-04 12:11:42
16,230,View,2023-03-04 12:11:42
29,786,Wishlist,2023-03-04 12:11:42
41,372,Wishlist,2023-03-04 12:11:42
40,373,Wishlist,2023-03-04 12:11:42
77,549,View,2023-03-04 12:11:42
92,214,View,2023-03-04 12:11:42
64,585,Wishlist,2023-03-04 12:11:42
4,391,Wishlist,2023-03-04 12:11:42
58,575,Wishlist,2023-03-04 12:11:42
69,95,Purchase,2023-03-04 12:11:42
27,603,Add to Cart,2023-03-04 12:11:42
13,446,Add to Cart,2023-03-04 12:11:42
37,712,View,2023-03-04 12:11:42
27,331,View,2023-03-04 12:11:42
76,681,Wishlist,2023-03-04 12:11:42
35,814,Wishlist,2023-03-04 12:11:42
68,772,Wishlist,2023-03-04 12:11:42
90,721,Wishlist,2023-03-04 12:11:42
23,601,Wishlist,2023-03-04 12:11:42
28,797,View,2023-03-04 12:11:42
46,997,Add to Cart,2023-03-04 12:11:42
69,259,Wishlist,2023-03-04 12:11:42
37,992,Add to Cart,2023-03-04 12:11:42
59,97,View,2023-03-04 12:11:42
24,297,View,2023-03-04 12:11:42
5,491,Add to Cart,2023-03-04 12:11:42
66,910,Add to Cart,2023-03-04 12:11:42
91,466,View,2023-03-04 12:11:42
12,140,Wishlist,2023-03-04 12:11:42
78,622,Purchase,2023-03-04 12:11:42
29,885,Wishlist,2023-03-04 12:11:42
81,389,Wishlist,2023-03-04 12:11:42
5,583,Purchase,2023-03-04 12:11:42
2,43,View,2023-03-04 12:11:42
17,216,Add to Cart,2023-03-04 12:11:42
28,153,Add to Cart,2023-03-04 12:11:42
3,174,Wishlist,2023-03-04 12:11:42
57,526,Purchase,2023-03-04 12:11:42
66,477,Purchase,2023-03-04 12:11:42
52,405,Add to Cart,2023-03-04 12:11:42
20,465,Wishlist,2023-03-04 12:11:42
40,850,Wishlist,2023-03-04 12:11:42
87,175,Add to Cart,2023-03-04 12:11:42
49,509,View,2023-03-04 12:11:42
72,807,Purchase,2023-03-04 12:11:42
84,836,Wishlist,2023-03-04 12:11:42
55,652,Add to Cart,2023-03-04 12:11:42
92,659,Add to Cart,2023-03-04 12:11:42
99,735,Wishlist,2023-03-04 12:11:42
93,348,Add to Cart,2023-03-04 12:11:42
31,464,Purchase,2023-03-04 12:11:42
48,76,Purchase,2023-03-04 12:11:42
81,187,Add to Cart,2023-03-04 12:11:42
95,503,Purchase,2023-03-04 12:11:42
62,990,Add to Cart,2023-03-04 12:11:42
73,750,Wishlist,2023-03-04 12:11:42
93,347,Add to Cart,2023-03-04 12:11:42
41,459,View,2023-03-04 12:11:42
74,530,Add to Cart,2023-03-04 12:11:42
8,165,Purchase,2023-03-04 12:11:42
55,878,View,2023-03-04 12:11:42
43,449,Add to Cart,2023-03-04 12:11:42
10,341,Purchase,2023-03-04 12:11:42
1,966,Purchase,2023-03-04 12:11:42
78,464,Add to Cart,2023-03-04 12:11:42
98,654,Wishlist,2023-03-04 12:11:42
37,139,Purchase,2023-03-04 12:11:42
68,387,Wishlist,2023-03-04 12:11:42
8,920,Purchase,2023-03-04 12:11:42
0,257,View,2023-03-04 12:11:42
59,898,Purchase,2023-03-04 12:11:42
73,756,Wishlist,2023-03-04 12:11:42
2,750,Add to Cart,2023-03-04 12:11:42
78,128,Purchase,2023-03-04 12:11:42
97,473,Wishlist,2023-03-04 12:11:42
58,486,Purchase,2023-03-04 12:11:42
82,612,View,2023-03-04 12:11:42
57,873,Purchase,2023-03-04 12:11:42
74,974,View,2023-03-04 12:11:42
17,212,Purchase,2023-03-04 12:11:42
0,950,Wishlist,2023-03-04 12:11:42
59,893,Wishlist,2023-03-04 12:11:42
24,875,Purchase,2023-03-04 12:11:42
87,741,Purchase,2023-03-04 12:11:42
97,912,View,2023-03-04 12:11:42
71,732,Wishlist,2023-03-04 12:11:42
2,745,Purchase,2023-03-04 12:11:42
44,423,View,2023-03-04 12:11:42
56,120,View,2023-03-04 12:11:42
77,311,Wishlist,2023-03-04 12:11:42
4,7,Purchase,2023-03-04 12:11:42
79,251,Add to Cart,2023-03-04 12:11:42
77,577,Wishlist,2023-03-04 12:11:42
89,212,Purchase,2023-03-04 12:11:42
51,733,Wishlist,2023-03-04 12:11:42
40,509,Add to Cart,2023-03-04 12:11:42
97,13,View,2023-03-04 12:11:42
63,440,Wishlist,2023-03-04 12:11:42
19,572,Add to Cart,2023-03-04 12:11:42
11,696,Add to Cart,2023-03-04 12:11:42
24,443,Add to Cart,2023-03-04 12:11:42
6,529,Add to Cart,2023-03-04 12:11:42
13,638,Wishlist,2023-03-04 12:11:42
82,26,View,2023-03-04 12:11:42
50,533,Wishlist,2023-03-04 12:11:42
39,931,View,2023-03-04 12:11:42
84,728,View,2023-03-04 12:11:42
30,269,Add to Cart,2023-03-04 12:11:42
22,401,Purchase,2023-03-04 12:11:42
96,995,Purchase,2023-03-04 12:11:42
41,835,Add to Cart,2023-03-04 12:11:42
18,996,Add to Cart,2023-03-04 12:11:42
45,314,Purchase,2023-03-04 12:11:42
16,300,View,2023-03-04 12:11:42
23,305,Wishlist,2023-03-04 12:11:42
36,3,Purchase,2023-03-04 12:11:42
50,890,Purchase,2023-03-04 12:11:42
44,674,Add to Cart,2023-03-04 12:11:42
11,392,Purchase,2023-03-04 12:11:42
61,226,Purchase,2023-03-04 12:11:42
92,433,Purchase,2023-03-04 12:11:42
59,534,Wishlist,2023-03-04 12:11:42
12,567,View,2023-03-04 12:11:42
44,743,View,2023-03-04 12:11:42
50,615,Purchase,2023-03-04 12:11:42
85,761,View,2023-03-04 12:11:42
45,989,View,2023-03-04 12:11:42
88,20,Add to Cart,2023-03-04 12:11:42
94,942,View,2023-03-04 12:11:42
27,579,Wishlist,2023-03-04 12:11:42
95,9,Add to Cart,2023-03-04 12:11:42
44,745,Purchase,2023-03-04 12:11:42
99,675,Add to Cart,2023-03-04 12:11:42
2,16,Purchase,2023-03-04 12:11:42
28,55,View,2023-03-04 12:11:42
62,635,Wishlist,2023-03-04 12:11:42
40,403,Purchase,2023-03-04 12:11:42
98,598,Add to Cart,2023-03-04 12:11:42
14,628,Purchase,2023-03-04 12:11:42
92,511,Purchase,2023-03-04 12:11:42
45,634,Purchase,2023-03-04 12:11:42
15,171,Add to Cart,2023-03-04 12:11:42
2,318,Wishlist,2023-03-04 12:11:42
99,656,Wishlist,2023-03-04 12:11:42
7,211,Wishlist,2023-03-04 12:11:42
71,451,Purchase,2023-03-04 12:11:42
58,729,Add to Cart,2023-03-04 12:11:42
22,778,Wishlist,2023-03-04 12:11:42
7,695,Add to Cart,2023-03-04 12:11:42
14,831,Wishlist,2023-03-04 12:11:42
31,497,View,2023-03-04 12:11:42
72,962,Add to Cart,2023-03-04 12:11:42
7,47,Purchase,2023-03-04 12:11:42
51,706,Wishlist,2023-03-04 12:11:42
52,672,View,2023-03-04 12:11:42
51,748,Add to Cart,2023-03-04 12:11:42
71,524,View,2023-03-04 12:11:42
20,716,Wishlist,2023-03-04 12:11:42
96,253,Add to Cart,2023-03-04 12:11:42
50,653,View,2023-03-04 12:11:42
59,218,Purchase,2023-03-04 12:11:42
75,733,Add to Cart,2023-03-04 12:11:42
5,980,Wishlist,2023-03-04 12:11:42
68,823,Add to Cart,2023-03-04 12:11:42
17,58,Add to Cart,2023-03-04 12:11:42
4,770,Add to Cart,2023-03-04 12:11:42
17,707,Wishlist,2023-03-04 12:11:42
51,499,View,2023-03-04 12:11:42
3,980,Add to Cart,2023-03-04 12:11:42
74,812,Wishlist,2023-03-04 12:11:42
38,384,View,2023-03-04 12:11:42
32,933,Wishlist,2023-03-04 12:11:42
67,125,Add to Cart,2023-03-04 12:11:42
75,828,Add to Cart,2023-03-04 12:11:42
33,840,Wishlist,2023-03-04 12:11:42
98,320,Wishlist,2023-03-04 12:11:42
34,985,Purchase,2023-03-04 12:11:42
75,764,Wishlist,2023-03-04 12:11:42
59,985,Purchase,2023-03-04 12:11:42
1,550,Add to Cart,2023-03-04 12:11:42
74,746,Add to Cart,2023-03-04 12:11:42
42,756,View,2023-03-04 12:11:42
90,623,Add to Cart,2023-03-04 12:11:42
54,834,Add to Cart,2023-03-04 12:11:42
64,887,Add to Cart,2023-03-04 12:11:42
2,124,View,2023-03-04 12:11:42
9,163,Add to Cart,2023-03-04 12:11:42
19,712,Wishlist,2023-03-04 12:11:42
58,689,Purchase,2023-03-04 12:11:42
99,854,Add to Cart,2023-03-04 12:11:42
91,147,Wishlist,2023-03-04 12:11:42
90,526,Add to Cart,2023-03-04 12:11:42
55,829,View,2023-03-04 12:11:42
69,742,View,2023-03-04 12:11:42
39,151,Add to Cart,2023-03-04 12:11:42
71,21,Purchase,2023-03-04 12:11:42
37,419,Wishlist,2023-03-04 12:11:42
31,919,Wishlist,2023-03-04 12:11:42
76,767,Purchase,2023-03-04 12:11:42
65,59,View,2023-03-04 12:11:42
35,964,Purchase,2023-03-04 12:11:42
58,608,Purchase,2023-03-04 12:11:42
13,48,Purchase,2023-03-04 12:11:42
95,897,View,2023-03-04 12:11:42
51,269,Add to Cart,2023-03-04 12:11:42
16,949,Purchase,2023-03-04 12:11:42
67,121,Purchase,2023-03-04 12:11:42
97,979,Purchase,2023-03-04 12:11:42
83,556,Add to Cart,2023-03-04 12:11:42
0,603,View,2023-03-04 12:11:42
91,339,Purchase,2023-03-04 12:11:42
51,826,Purchase,2023-03-04 12:11:42
85,970,Add to Cart,2023-03-04 12:11:42
16,447,View,2023-03-04 12:11:42
49,616,Purchase,2023-03-04 12:11:42
66,428,Add to Cart,2023-03-04 12:11:42
35,507,Add to Cart,2023-03-04 12:11:42
16,163,Purchase,2023-03-04 12:11:42
69,487,View,2023-03-04 12:11:42
82,251,Wishlist,2023-03-04 12:11:42
7,847,Add to Cart,2023-03-04 12:11:42
51,969,View,2023-03-04 12:11:42
62,524,Add to Cart,2023-03-04 12:11:42
62,136,View,2023-03-04 12:11:42
88,85,Add to Cart,2023-03-04 12:11:42
70,422,Wishlist,2023-03-04 12:11:42
66,371,Wishlist,2023-03-04 12:11:42
65,476,Wishlist,2023-03-04 12:11:42
28,692,Wishlist,2023-03-04 12:11:42
54,652,View,2023-03-04 12:11:42
26,817,Add to Cart,2023-03-04 12:11:42
4,35,Purchase,2023-03-04 12:11:42
97,179,View,2023-03-04 12:11:42
9,358,View,2023-03-04 12:11:42
62,789,Purchase,2023-03-04 12:11:42
43,130,View,2023-03-04 12:11:42
62,402,Add to Cart,2023-03-04 12:11:42
7,366,Wishlist,2023-03-04 12:11:42
43,101,Add to Cart,2023-03-04 12:11:42
10,147,Wishlist,2023-03-04 12:11:42
96,467,View,2023-03-04 12:11:42
25,545,Purchase,2023-03-04 12:11:42
0,72,Add to Cart,2023-03-04 12:11:42
23,638,View,2023-03-04 12:11:42
31,351,Wishlist,2023-03-04 12:11:42
47,401,Purchase,2023-03-04 12:11:42
91,816,View,2023-03-04 12:11:42
62,135,Purchase,2023-03-04 12:11:42
34,531,Wishlist,2023-03-04 12:11:42
92,164,Wishlist,2023-03-04 12:11:42
70,37,Purchase,2023-03-04 12:11:42
69,115,View,2023-03-04 12:11:42
9,806,Wishlist,2023-03-04 12:11:42
58,579,Wishlist,2023-03-04 12:11:42
24,856,Wishlist,2023-03-04 12:11:42
39,163,View,2023-03-04 12:11:42
57,34,View,2023-03-04 12:11:42
48,224,Purchase,2023-03-04 12:11:42
58,639,View,2023-03-04 12:11:42
92,723,View,2023-03-04 12:11:42
10,686,Purchase,2023-03-04 12:11:42
6,24,Wishlist,2023-03-04 12:11:42
77,785,Purchase,2023-03-04 12:11:42
79,555,Wishlist,2023-03-04 12:11:42
85,267,Purchase,2023-03-04 12:11:42
50,477,Purchase,2023-03-04 12:11:42
34,603,Add to Cart,2023-03-04 12:11:42
28,3,Wishlist,2023-03-04 12:11:42
89,923,Wishlist,2023-03-04 12:11:42
97,503,Purchase,2023-03-04 12:11:42
94,685,View,2023-03-04 12:11:42
71,140,View,2023-03-04 12:11:42
87,43,Add to Cart,2023-03-04 12:11:42
54,909,Wishlist,2023-03-04 12:11:42
23,165,Wishlist,2023-03-04 12:11:42
83,300,Add to Cart,2023-03-04 12:11:42
66,351,View,2023-03-04 12:11:42
57,159,Wishlist,2023-03-04 12:11:42
92,133,Purchase,2023-03-04 12:11:42
3,978,Add to Cart,2023-03-04 12:11:42
76,319,Purchase,2023-03-04 12:11:42
5,734,Purchase,2023-03-04 12:11:42
27,737,Add to Cart,2023-03-04 12:11:42
18,886,Purchase,2023-03-04 12:11:42
16,211,Add to Cart,2023-03-04 12:11:42
91,534,Purchase,2023-03-04 12:11:42
36,300,Add to Cart,2023-03-04 12:11:42
15,933,Add to Cart,2023-03-04 12:11:42
29,851,View,2023-03-04 12:11:42
15,135,Purchase,2023-03-04 12:11:42
93,250,Purchase,2023-03-04 12:11:42
37,642,Purchase,2023-03-04 12:11:42
17,551,Add to Cart,2023-03-04 12:11:42
64,459,View,2023-03-04 12:11:42
75,901,Add to Cart,2023-03-04 12:11:42
54,46,View,2023-03-04 12:11:42
87,127,View,2023-03-04 12:11:42
20,727,Wishlist,2023-03-04 12:11:42
3,707,Purchase,2023-03-04 12:11:42
35,677,Wishlist,2023-03-04 12:11:42
60,354,Purchase,2023-03-04 12:11:42
23,304,Purchase,2023-03-04 12:11:42
69,33,Wishlist,2023-03-04 12:11:42
6,176,Purchase,2023-03-04 12:11:42
20,836,Purchase,2023-03-04 12:11:42
0,571,View,2023-03-04 12:11:42
27,44,Wishlist,2023-03-04 12:11:42
35,886,Purchase,2023-03-04 12:11:42
42,27,Add to Cart,2023-03-04 12:11:42
30,518,Wishlist,2023-03-04 12:11:42
38,558,Purchase,2023-03-04 12:11:42
68,560,Add to Cart,2023-03-04 12:11:42
81,12,Purchase,2023-03-04 12:11:42
73,934,Purchase,2023-03-04 12:11:42
92,202,Add to Cart,2023-03-04 12:11:42
62,996,Purchase,2023-03-04 12:11:42
17,133,View,2023-03-04 12:11:42
98,684,Wishlist,2023-03-04 12:11:42
59,861,View,2023-03-04 12:11:42
15,919,View,2023-03-04 12:11:42
6,378,View,2023-03-04 12:11:42
8,113,Wishlist,2023-03-04 12:11:42
16,721,Wishlist,2023-03-04 12:11:42
16,256,Add to Cart,2023-03-04 12:11:42
40,450,View,2023-03-04 12:11:42
24,58,View,2023-03-04 12:11:42
98,583,Purchase,2023-03-04 12:11:42
60,686,Wishlist,2023-03-04 12:11:42
93,452,Add to Cart,2023-03-04 12:11:42
84,530,Purchase,2023-03-04 12:11:42
37,483,Add to Cart,2023-03-04 12:11:42
33,108,Purchase,2023-03-04 12:11:42
46,400,Wishlist,2023-03-04 12:11:42
60,334,Purchase,2023-03-04 12:11:42
53,714,Wishlist,2023-03-04 12:11:42
14,718,Wishlist,2023-03-04 12:11:42
56,834,View,2023-03-04 12:11:42
9,725,Wishlist,2023-03-04 12:11:42
10,493,Add to Cart,2023-03-04 12:11:42
23,336,Add to Cart,2023-03-04 12:11:42
73,388,Purchase,2023-03-04 12:11:42
28,59,Purchase,2023-03-04 12:11:42
10,366,Wishlist,2023-03-04 12:11:42
17,456,View,2023-03-04 12:11:42
96,765,Add to Cart,2023-03-04 12:11:42
20,30,View,2023-03-04 12:11:42
6,214,View,2023-03-04 12:11:42
69,463,Wishlist,2023-03-04 12:11:42
88,206,View,2023-03-04 12:11:42
34,131,Purchase,2023-03-04 12:11:42
43,267,Wishlist,2023-03-04 12:11:42
31,1,Purchase,2023-03-04 12:11:42
65,271,Wishlist,2023-03-04 12:11:42
48,595,Wishlist,2023-03-04 12:11:42
16,265,View,2023-03-04 12:11:42
14,607,Add to Cart,2023-03-04 12:11:42
10,516,Add to Cart,2023-03-04 12:11:42
86,838,Purchase,2023-03-04 12:11:42
66,994,View,2023-03-04 12:11:42
14,277,Purchase,2023-03-04 12:11:42
94,107,Wishlist,2023-03-04 12:11:42
72,24,View,2023-03-04 12:11:42
26,878,Purchase,2023-03-04 12:11:42
15,100,Purchase,2023-03-04 12:11:42
93,361,Purchase,2023-03-04 12:11:42
40,639,Add to Cart,2023-03-04 12:11:42
60,948,Wishlist,2023-03-04 12:11:42
10,801,View,2023-03-04 12:11:42
33,746,Wishlist,2023-03-04 12:11:42
71,52,View,2023-03-04 12:11:42
64,555,Add to Cart,2023-03-04 12:11:42
60,228,Add to Cart,2023-03-04 12:11:42
32,519,Wishlist,2023-03-04 12:11:42
10,992,Add to Cart,2023-03-04 12:11:42
57,234,Add to Cart,2023-03-04 12:11:42
19,78,Purchase,2023-03-04 12:11:42
23,351,View,2023-03-04 12:11:42
46,389,Add to Cart,2023-03-04 12:11:42
72,500,View,2023-03-04 12:11:42
64,55,Purchase,2023-03-04 12:11:42
55,188,Wishlist,2023-03-04 12:11:42
79,102,Purchase,2023-03-04 12:11:42
68,243,Wishlist,2023-03-04 12:11:42
77,543,Add to Cart,2023-03-04 12:11:42
8,303,Add to Cart,2023-03-04 12:11:42
75,994,Wishlist,2023-03-04 12:11:42
